,tag,x,y,direction,x_variance,y_variance,xy_covariance
100,yellow,129.81746765714686,83.39833225262474,0.0,0.1,0.1,0.1
101,blue,123.94863635087935,89.38597214758578,0.0,0.1,0.1,0.1
102,yellow,131.82570038765243,87.12373658326514,0.0,0.1,0.1,0.1
103,yellow,133.45061149372063,91.16994907635261,0.0,0.1,0.1,0.1
104,blue,125.68641430881247,93.09796413694325,0.0,0.1,0.1,0.1
105,yellow,134.32060421300744,95.35245714011633,0.0,0.1,0.1,0.1
106,blue,126.19753072511426,97.15494879084852,0.0,0.1,0.1,0.1
107,yellow,134.6446228591924,99.95776184811979,0.0,0.1,0.1,0.1
108,blue,125.43472724096878,101.24102920996997,0.0,0.1,0.1,0.1
109,yellow,133.88702319621456,104.25173604372185,0.0,0.1,0.1,0.1
110,yellow,132.14832068777173,108.19265708319242,0.0,0.1,0.1,0.1
111,blue,124.23036789289503,105.11890368399685,0.0,0.1,0.1,0.1
112,yellow,129.9302350377174,111.94662401043938,0.0,0.1,0.1,0.1
113,blue,121.74866579075223,108.70405728155174,0.0,0.1,0.1,0.1
114,yellow,127.03721631130071,115.6141131146098,0.0,0.1,0.1,0.1
115,blue,118.39568032308733,111.09461752688142,0.0,0.1,0.1,0.1
116,yellow,123.59296503430818,118.28793150462369,0.0,0.1,0.1,0.1
117,yellow,119.70677259068327,120.01599365541078,0.0,0.1,0.1,0.1
118,blue,114.81717682491433,113.12250846718004,0.0,0.1,0.1,0.1
119,yellow,115.61933601571694,121.25565813131811,0.0,0.1,0.1,0.1
120,blue,110.81733871092518,113.94782067083634,0.0,0.1,0.1,0.1
121,yellow,111.29122314196832,121.78444031136218,0.0,0.1,0.1,0.1
122,yellow,107.05503485522856,121.80656338172344,0.0,0.1,0.1,0.1
123,blue,106.70847215317846,113.50355370218351,0.0,0.1,0.1,0.1
124,yellow,103.28033527555917,119.98076190570262,0.0,0.1,0.1,0.1
125,blue,102.7192109868491,112.62257656188663,0.0,0.1,0.1,0.1
126,yellow,99.30549439898493,118.92309102946128,0.0,0.1,0.1,0.1
127,yellow,97.94780827685074,118.13367180848819,0.0,0.1,0.1,0.1
128,blue,100.38389557386185,111.34651638951175,0.0,0.1,0.1,0.1
129,yellow,94.53135520248298,116.03137061768157,0.0,0.1,0.1,0.1
130,blue,96.9674424994941,109.24421519870512,0.0,0.1,0.1,0.1
131,yellow,91.11490212811522,113.92906942687486,0.0,0.1,0.1,0.1
132,blue,93.55098942512633,107.14191400789845,0.0,0.1,0.1,0.1
133,yellow,87.69844905374745,111.82676823606819,0.0,0.1,0.1,0.1
134,blue,90.13453635075857,105.03961281709175,0.0,0.1,0.1,0.1
135,yellow,84.2819959793797,109.72446704526152,0.0,0.1,0.1,0.1
136,blue,86.7180832763908,102.93731162628508,0.0,0.1,0.1,0.1
137,yellow,80.86554290501194,107.62216585445485,0.0,0.1,0.1,0.1
138,blue,83.30163020202303,100.83501043547841,0.0,0.1,0.1,0.1
139,yellow,77.44908983064417,105.51986466364818,0.0,0.1,0.1,0.1
140,blue,79.88517712765528,98.73270924467175,0.0,0.1,0.1,0.1
141,yellow,74.03263675627642,103.4175634728415,0.0,0.1,0.1,0.1
142,blue,76.46872405328753,96.63040805386508,0.0,0.1,0.1,0.1
143,yellow,70.61618368190867,101.31526228203482,0.0,0.1,0.1,0.1
144,blue,73.05227097891978,94.5281068630584,0.0,0.1,0.1,0.1
145,yellow,67.1997306075409,99.21296109122814,0.0,0.1,0.1,0.1
146,blue,69.635817904552,92.4258056722517,0.0,0.1,0.1,0.1
147,yellow,63.63609107090514,97.01151915947564,0.0,0.1,0.1,0.1
148,blue,66.07217836791624,90.22436374049923,0.0,0.1,0.1,0.1
149,yellow,60.50578894975895,93.80165386219116,0.0,0.1,0.1,0.1
150,blue,62.545758333506605,88.10907183291096,0.0,0.1,0.1,0.1
151,yellow,57.0438262843398,91.36769050806227,0.0,0.1,0.1,0.1
152,blue,60.715112248249014,84.39048937771673,0.0,0.1,0.1,0.1
153,yellow,54.774143990188875,87.35625181984055,0.0,0.1,0.1,0.1
154,blue,58.60220707810642,80.64153616922839,0.0,0.1,0.1,0.1
155,yellow,53.12661845026335,83.64486350929265,0.0,0.1,0.1,0.1
156,yellow,52.54065855143587,81.62140730475043,0.0,0.1,0.1,0.1
157,blue,57.881802674969336,78.23434671308041,0.0,0.1,0.1,0.1
158,yellow,51.55912512443627,77.73258729674791,0.0,0.1,0.1,0.1
159,blue,56.90026924796973,74.3455267050779,0.0,0.1,0.1,0.1
160,yellow,50.577591697436674,73.84376728874537,0.0,0.1,0.1,0.1
161,blue,55.91873582097013,70.45670669707536,0.0,0.1,0.1,0.1
162,yellow,49.596058270437084,69.95494728074287,0.0,0.1,0.1,0.1
163,blue,54.93720239397054,66.56788668907286,0.0,0.1,0.1,0.1
164,yellow,48.61452484343748,66.06612727274036,0.0,0.1,0.1,0.1
165,blue,53.955668966970954,62.67906668107035,0.0,0.1,0.1,0.1
166,yellow,47.63299141643789,62.177307264737834,0.0,0.1,0.1,0.1
167,blue,52.97413553997134,58.79024667306781,0.0,0.1,0.1,0.1
168,yellow,46.65145798943829,58.288487256735316,0.0,0.1,0.1,0.1
169,blue,51.99260211297175,54.9014266650653,0.0,0.1,0.1,0.1
170,yellow,45.96532674134647,55.55328121734136,0.0,0.1,0.1,0.1
171,blue,51.78847463002759,54.107269921898386,0.0,0.1,0.1,0.1
172,blue,50.188541344754675,49.44373825092651,0.0,0.1,0.1,0.1
173,blue,46.94760024948458,46.285776535064244,0.0,0.1,0.1,0.1
174,yellow,43.5639589110099,52.343560857976364,0.0,0.1,0.1,0.1
175,blue,42.9433281392614,44.715350443164425,0.0,0.1,0.1,0.1
176,yellow,39.66348551137199,51.35992593602638,0.0,0.1,0.1,0.1
177,blue,38.63129752033826,43.35123047528489,0.0,0.1,0.1,0.1
178,yellow,35.51971779808487,50.903916201425865,0.0,0.1,0.1,0.1
179,blue,34.72077221667269,42.47859431335065,0.0,0.1,0.1,0.1
180,yellow,31.88135762873877,48.97251517582098,0.0,0.1,0.1,0.1
181,blue,30.870497907790643,41.34809653055946,0.0,0.1,0.1,0.1
182,yellow,27.88201505021616,47.845791216325765,0.0,0.1,0.1,0.1
183,blue,27.350795096242972,39.14541484310041,0.0,0.1,0.1,0.1
184,yellow,24.423071973803054,45.548874306200844,0.0,0.1,0.1,0.1
185,yellow,21.207360636788515,43.00867027082318,0.0,0.1,0.1,0.1
186,blue,24.676677654704022,36.135515848423694,0.0,0.1,0.1,0.1
187,yellow,18.572233555557865,39.799897956736544,0.0,0.1,0.1,0.1
188,blue,22.190706670936947,32.939521828767525,0.0,0.1,0.1,0.1
189,yellow,16.755968670001927,36.14095703388804,0.0,0.1,0.1,0.1
190,blue,20.64484641860117,29.085896188136047,0.0,0.1,0.1,0.1
191,yellow,15.244859754524535,32.273572343499886,0.0,0.1,0.1,0.1
192,yellow,14.339200088782388,28.258829302087708,0.0,0.1,0.1,0.1
193,blue,19.962699727585075,24.9530345745082,0.0,0.1,0.1,0.1
194,yellow,14.100869056233556,24.113553338197207,0.0,0.1,0.1,0.1
195,blue,20.410729356457736,20.948280503304062,0.0,0.1,0.1,0.1
196,yellow,14.171246229978529,20.042693437548888,0.0,0.1,0.1,0.1
197,yellow,15.995151129075005,16.375750970441597,0.0,0.1,0.1,0.1
198,blue,20.563782363764382,16.76364393527301,0.0,0.1,0.1,0.1
199,yellow,17.02578634521367,12.334827142447855,0.0,0.1,0.1,0.1
200,blue,22.885817119890884,13.438881729911321,0.0,0.1,0.1,0.1
201,yellow,19.212604124487328,8.805246076919445,0.0,0.1,0.1,0.1
202,blue,24.834834992531707,9.904111049955574,0.0,0.1,0.1,0.1
203,yellow,22.366250497845392,6.0585723149096244,0.0,0.1,0.1,0.1
204,yellow,24.812947745589955,2.7985935557890835,0.0,0.1,0.1,0.1
205,blue,28.368652365825845,8.01818197337759,0.0,0.1,0.1,0.1
206,yellow,28.420932547985316,0.898423348602087,0.0,0.1,0.1,0.1
207,blue,31.739120132580783,5.8195027955078125,0.0,0.1,0.1,0.1
208,yellow,32.23879693055307,-0.7337610938567254,0.0,0.1,0.1,0.1
209,yellow,36.23109200771779,-1.7349860153709882,0.0,0.1,0.1,0.1
210,blue,35.73605400693373,4.570165638457784,0.0,0.1,0.1,0.1
211,yellow,40.366803188723566,-2.1037779962868495,0.0,0.1,0.1,0.1
212,blue,39.8717651879395,4.201373657541925,0.0,0.1,0.1,0.1
213,yellow,44.383431516185944,-2.0146479923907084,0.0,0.1,0.1,0.1
214,blue,43.88839351540188,4.2905036614380645,0.0,0.1,0.1,0.1
215,yellow,48.41575586076388,-1.9195324308323602,0.0,0.1,0.1,0.1
216,blue,47.92071785997982,4.385619222996409,0.0,0.1,0.1,0.1
217,yellow,52.44808020534182,-1.8244168692740175,0.0,0.1,0.1,0.1
218,blue,51.953042204557754,4.480734784554754,0.0,0.1,0.1,0.1
219,yellow,56.480404549919754,-1.7293013077156711,0.0,0.1,0.1,0.1
220,blue,55.98536654913569,4.575850346113096,0.0,0.1,0.1,0.1
221,big_orange,58.33042402860465,-1.5323506540614762,0.0,0.1,0.1,0.1
222,big_orange,59.00979128228411,-1.7010519718631567,0.0,0.1,0.1,0.1
223,big_orange,57.835386027820576,4.772800999767297,0.0,0.1,0.1,0.1
224,big_orange,58.51475328150004,4.604099681965616,0.0,0.1,0.1,0.1
353,car_start,55.02335923673748,1.543768062716044,0.0,0.1,0.1,0.1
